"age","workclass","education","maritalstatus","occupation","relationship","race","sex","capitalgain","capitalloss","hoursperweek","over50k"
17," Private"," 11th"," Never-married"," Sales"," Own-child"," White"," Female",0,1602,12," <=50K"
54," Private"," Assoc-acdm"," Widowed"," Adm-clerical"," Unmarried"," White"," Female",0,0,30," <=50K"
20," Private"," HS-grad"," Never-married"," Other-service"," Not-in-family"," White"," Male",0,2001,40," <=50K"
27," State-gov"," HS-grad"," Never-married"," Transport-moving"," Not-in-family"," Amer-Indian-Eskimo"," Male",0,0,38," >50K"
33," Private"," HS-grad"," Never-married"," Farming-fishing"," Not-in-family"," White"," Male",0,0,40," <=50K"
36," Private"," HS-grad"," Never-married"," Machine-op-inspct"," Unmarried"," Amer-Indian-Eskimo"," Female",0,0,40," <=50K"
54," Private"," HS-grad"," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,0,42," >50K"
21," Private"," Some-college"," Never-married"," Other-service"," Not-in-family"," White"," Female",0,0,35," <=50K"
28," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,50," <=50K"
38," Private"," 9th"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," <=50K"
25," State-gov"," HS-grad"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," <=50K"
42," Private"," Masters"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," >50K"
32," Private"," Bachelors"," Never-married"," Sales"," Not-in-family"," White"," Female",0,1590,40," <=50K"
29," Private"," HS-grad"," Divorced"," Sales"," Not-in-family"," White"," Male",0,0,45," <=50K"
64," ?"," HS-grad"," Divorced"," ?"," Unmarried"," White"," Female",0,0,38," <=50K"
37," Self-emp-not-inc"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,0,40," <=50K"
33," Private"," Bachelors"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,2001,40," <=50K"
21," Private"," Assoc-voc"," Never-married"," Transport-moving"," Own-child"," White"," Male",0,0,40," <=50K"
30," Private"," Bachelors"," Never-married"," Adm-clerical"," Not-in-family"," White"," Male",0,0,50," <=50K"
41," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Own-child"," White"," Male",0,0,40," >50K"
59," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,38," >50K"
47," Private"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Wife"," White"," Female",0,0,45," >50K"
23," Private"," Bachelors"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,30," <=50K"
68," Private"," Some-college"," Divorced"," Priv-house-serv"," Other-relative"," White"," Female",0,0,30," <=50K"
32," Federal-gov"," Assoc-voc"," Never-married"," Tech-support"," Own-child"," Black"," Male",4650,0,40," <=50K"
34," State-gov"," Masters"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,1848,40," >50K"
24," Private"," Assoc-voc"," Never-married"," Machine-op-inspct"," Own-child"," White"," Male",0,0,40," <=50K"
62," State-gov"," Bachelors"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",14084,0,40," >50K"
43," Federal-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," >50K"
53," Private"," Masters"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," <=50K"
33," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,40," >50K"
36," Private"," HS-grad"," Never-married"," Handlers-cleaners"," Own-child"," White"," Male",0,0,40," <=50K"
51," Private"," Assoc-acdm"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,45," >50K"
36," Private"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,50," >50K"
38," Self-emp-not-inc"," HS-grad"," Separated"," Other-service"," Unmarried"," White"," Female",0,0,40," <=50K"
54," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," >50K"
20," Private"," Some-college"," Never-married"," Handlers-cleaners"," Other-relative"," White"," Male",0,0,20," <=50K"
58," Private"," HS-grad"," Divorced"," Sales"," Other-relative"," White"," Female",0,0,40," <=50K"
22," Private"," Some-college"," Never-married"," Protective-serv"," Own-child"," Black"," Female",0,0,20," <=50K"
67," Local-gov"," 7th-8th"," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,20," <=50K"
50," Local-gov"," Masters"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",7298,0,40," >50K"
31," Private"," HS-grad"," Divorced"," Other-service"," Unmarried"," White"," Male",0,0,40," <=50K"
60," Private"," Assoc-acdm"," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,40," <=50K"
32," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
31," Private"," Some-college"," Married-civ-spouse"," Sales"," Husband"," Asian-Pac-Islander"," Male",0,0,50," <=50K"
56," ?"," Some-college"," Widowed"," ?"," Not-in-family"," Black"," Female",0,0,40," <=50K"
20," Private"," HS-grad"," Never-married"," Craft-repair"," Unmarried"," White"," Male",0,0,40," <=50K"
58," Private"," 11th"," Widowed"," Other-service"," Not-in-family"," White"," Female",0,0,40," <=50K"
17," Private"," 11th"," Never-married"," Sales"," Own-child"," Black"," Female",0,0,15," <=50K"
39," Private"," Masters"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,50," >50K"
40," Private"," Some-college"," Separated"," Sales"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,40," <=50K"
23," State-gov"," Bachelors"," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,20," <=50K"
33," ?"," 7th-8th"," Separated"," ?"," Not-in-family"," White"," Male",0,0,40," <=50K"
35," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
33," Local-gov"," Bachelors"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,40," >50K"
77," ?"," 5th-6th"," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,20," <=50K"
51," Private"," Some-college"," Married-civ-spouse"," Handlers-cleaners"," Husband"," White"," Male",0,0,40," <=50K"
42," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",7688,0,40," >50K"
54," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,50," <=50K"
45," Federal-gov"," Bachelors"," Never-married"," Protective-serv"," Not-in-family"," Black"," Female",0,0,40," <=50K"
26," State-gov"," Assoc-acdm"," Never-married"," Adm-clerical"," Unmarried"," Black"," Female",0,0,40," <=50K"
40," Self-emp-not-inc"," Some-college"," Never-married"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,35," <=50K"
25," ?"," 10th"," Never-married"," ?"," Own-child"," Black"," Male",0,0,40," <=50K"
37," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
43," Private"," Bachelors"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,48," <=50K"
40," Private"," Bachelors"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," <=50K"
44," Private"," Some-college"," Widowed"," Exec-managerial"," Not-in-family"," Black"," Female",0,0,40," <=50K"
40," Private"," HS-grad"," Never-married"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," <=50K"
30," Private"," Some-college"," Never-married"," Prof-specialty"," Own-child"," White"," Male",0,0,40," <=50K"
61," Self-emp-not-inc"," HS-grad"," Never-married"," Sales"," Not-in-family"," White"," Female",0,0,44," <=50K"
35," Private"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",2885,0,40," <=50K"
65," Private"," Assoc-acdm"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",3818,0,40," <=50K"
44," Self-emp-not-inc"," Some-college"," Never-married"," Farming-fishing"," Own-child"," White"," Male",0,0,60," <=50K"
50," Private"," 9th"," Divorced"," Transport-moving"," Not-in-family"," White"," Male",0,0,50," <=50K"
48," Private"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",2885,0,15," <=50K"
57," Self-emp-not-inc"," Prof-school"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,0,30," >50K"
65," Self-emp-inc"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",99999,0,65," >50K"
42," Local-gov"," HS-grad"," Widowed"," Transport-moving"," Unmarried"," White"," Female",0,0,40," <=50K"
30," Private"," Assoc-acdm"," Never-married"," Other-service"," Other-relative"," Asian-Pac-Islander"," Male",0,0,40," <=50K"
54," Private"," Some-college"," Divorced"," Sales"," Unmarried"," White"," Female",0,0,48," <=50K"
23," Private"," Bachelors"," Never-married"," Prof-specialty"," Own-child"," White"," Female",0,0,40," <=50K"
30," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Husband"," Asian-Pac-Islander"," Male",0,0,50," >50K"
31," Private"," 7th-8th"," Never-married"," Machine-op-inspct"," Not-in-family"," Other"," Female",0,0,40," <=50K"
52," Private"," 11th"," Separated"," Machine-op-inspct"," Unmarried"," Black"," Male",0,0,40," <=50K"
22," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," Amer-Indian-Eskimo"," Female",0,0,40," <=50K"
55," Private"," Bachelors"," Married-civ-spouse"," Exec-managerial"," Husband"," Other"," Male",0,1579,35," <=50K"
40," Self-emp-not-inc"," 9th"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," >50K"
49," Private"," 9th"," Married-spouse-absent"," Other-service"," Not-in-family"," Black"," Female",0,0,16," <=50K"
73," ?"," HS-grad"," Widowed"," ?"," Not-in-family"," White"," Female",0,0,8," <=50K"
29," Self-emp-not-inc"," Some-college"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,0,48," <=50K"
41," Private"," Some-college"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," <=50K"
62," Private"," Masters"," Divorced"," Prof-specialty"," Not-in-family"," White"," Female",0,0,45," <=50K"
27," Self-emp-not-inc"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,20," <=50K"
29," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Own-child"," White"," Female",0,0,6," <=50K"
17," Self-emp-not-inc"," 10th"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,24," <=50K"
30," Private"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," <=50K"
33," Private"," 7th-8th"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,40," <=50K"
49," Self-emp-inc"," HS-grad"," Separated"," Other-service"," Not-in-family"," White"," Male",0,0,45," <=50K"
37," Private"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",14344,0,40," >50K"
37," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," White"," Male",0,1848,48," >50K"
55," Private"," HS-grad"," Separated"," Handlers-cleaners"," Unmarried"," White"," Male",0,0,40," <=50K"
56," Private"," Masters"," Married-civ-spouse"," Adm-clerical"," Husband"," White"," Male",0,0,80," >50K"
39," Local-gov"," Bachelors"," Divorced"," Prof-specialty"," Unmarried"," White"," Female",0,0,40," <=50K"
43," Private"," HS-grad"," Married-civ-spouse"," Craft-repair"," Husband"," White"," Male",0,0,40," <=50K"
49," Federal-gov"," Some-college"," Divorced"," Exec-managerial"," Not-in-family"," White"," Female",0,0,50," <=50K"
39," Private"," Some-college"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,0,48," <=50K"
49," Private"," Some-college"," Divorced"," Prof-specialty"," Not-in-family"," White"," Male",14084,0,44," >50K"
28," Private"," Some-college"," Never-married"," Transport-moving"," Not-in-family"," White"," Male",0,0,50," <=50K"
34," State-gov"," HS-grad"," Married-civ-spouse"," Transport-moving"," Husband"," Black"," Male",0,0,40," <=50K"
33," Private"," Assoc-acdm"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,40," <=50K"
28," Private"," HS-grad"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,40," <=50K"
40," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,45," <=50K"
28," Private"," HS-grad"," Married-civ-spouse"," Machine-op-inspct"," Husband"," Amer-Indian-Eskimo"," Male",0,0,45," <=50K"
45," Private"," Assoc-voc"," Married-civ-spouse"," Exec-managerial"," Husband"," White"," Male",0,1977,50," >50K"
66," ?"," 7th-8th"," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,32," <=50K"
74," Private"," 1st-4th"," Widowed"," Priv-house-serv"," Not-in-family"," Black"," Female",0,0,15," <=50K"
62," ?"," Some-college"," Married-civ-spouse"," ?"," Husband"," White"," Male",0,0,24," <=50K"
43," Private"," 11th"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,2042,40," <=50K"
39," Local-gov"," HS-grad"," Divorced"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," >50K"
52," Self-emp-not-inc"," HS-grad"," Divorced"," Craft-repair"," Not-in-family"," White"," Male",0,0,40," <=50K"
31," Private"," Some-college"," Married-civ-spouse"," Transport-moving"," Husband"," White"," Male",0,0,40," >50K"
56," Private"," 10th"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," <=50K"
58," Private"," 7th-8th"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Female",0,0,33," <=50K"
20," Private"," Some-college"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,20," <=50K"
28," Private"," Bachelors"," Never-married"," Prof-specialty"," Not-in-family"," White"," Female",0,0,40," <=50K"
50," Self-emp-inc"," HS-grad"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,48," >50K"
40," Local-gov"," HS-grad"," Divorced"," Craft-repair"," Own-child"," White"," Female",0,0,40," <=50K"
23," Private"," HS-grad"," Never-married"," Exec-managerial"," Not-in-family"," White"," Male",0,0,45," <=50K"
25," Private"," HS-grad"," Never-married"," Adm-clerical"," Unmarried"," White"," Female",0,0,40," <=50K"
51," Private"," 10th"," Separated"," Machine-op-inspct"," Unmarried"," Black"," Female",0,0,40," <=50K"
30," Private"," Some-college"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",0,1617,40," <=50K"
20," Private"," Assoc-acdm"," Never-married"," Other-service"," Own-child"," White"," Female",0,2205,18," <=50K"
24," Private"," Bachelors"," Never-married"," Sales"," Own-child"," White"," Female",0,0,15," <=50K"
55," Private"," Assoc-voc"," Married-civ-spouse"," Prof-specialty"," Husband"," White"," Male",0,1977,50," >50K"
18," Private"," Some-college"," Never-married"," Adm-clerical"," Own-child"," White"," Female",0,0,25," <=50K"
21," State-gov"," Some-college"," Never-married"," Other-service"," Own-child"," Black"," Male",0,0,20," <=50K"
67," Private"," HS-grad"," Married-civ-spouse"," Priv-house-serv"," Wife"," Black"," Female",0,0,20," <=50K"
39," Private"," HS-grad"," Married-spouse-absent"," Sales"," Unmarried"," Black"," Female",0,0,28," <=50K"
25," Private"," Some-college"," Separated"," Priv-house-serv"," Other-relative"," White"," Female",0,0,30," <=50K"
25," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Male",0,0,50," <=50K"
21," ?"," Assoc-acdm"," Never-married"," ?"," Own-child"," White"," Male",0,0,15," <=50K"
60," Private"," HS-grad"," Divorced"," Machine-op-inspct"," Not-in-family"," White"," Male",4650,0,40," <=50K"
24," Private"," Bachelors"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,0,50," <=50K"
24," Self-emp-not-inc"," Bachelors"," Never-married"," Farming-fishing"," Unmarried"," White"," Male",0,0,50," <=50K"
17," Private"," 10th"," Never-married"," Other-service"," Own-child"," White"," Female",0,0,12," <=50K"
35," Private"," HS-grad"," Never-married"," Adm-clerical"," Not-in-family"," White"," Female",0,0,40," <=50K"
19," ?"," Some-college"," Never-married"," ?"," Own-child"," White"," Female",0,0,40," <=50K"
54," Private"," Masters"," Divorced"," Tech-support"," Not-in-family"," White"," Male",0,0,40," >50K"
49," Self-emp-not-inc"," Bachelors"," Married-civ-spouse"," Farming-fishing"," Husband"," White"," Male",0,0,70," <=50K"
50," Private"," Some-college"," Married-civ-spouse"," Adm-clerical"," Wife"," White"," Female",0,1902,38," >50K"
44," Private"," 9th"," Never-married"," Other-service"," Unmarried"," Black"," Female",0,0,40," <=50K"
26," Private"," Some-college"," Never-married"," Handlers-cleaners"," Not-in-family"," White"," Male",0,0,40," <=50K"
54," Private"," Some-college"," Separated"," Exec-managerial"," Not-in-family"," White"," Female",0,0,40," <=50K"
48," Private"," Some-college"," Divorced"," Machine-op-inspct"," Unmarried"," White"," Male",0,0,40," <=50K"
70," Private"," HS-grad"," Divorced"," Other-service"," Not-in-family"," White"," Female",0,0,28," <=50K"
36," Private"," Bachelors"," Divorced"," Prof-specialty"," Own-child"," White"," Female",0,0,40," <=50K"
57," Self-emp-inc"," Some-college"," Married-civ-spouse"," Sales"," Husband"," White"," Male",0,0,50," >50K"
